topic,title,text,cluster,id_hash,vector
Volkswirtschaftslehre,Auswirkungen von Handelskriegen auf die globale Wirtschaft,"Diese Arbeit untersucht die Auswirkungen von Handelskriegen auf die globale Wirtschaft. Durch eine Kombination aus Literaturrecherche und empirischen Studien werden die wirtschaftlichen, sozialen und politischen Folgen von Handelskonflikten analysiert. Es wird gezeigt, dass Handelskriege erhebliche negative E ekte auf das Wirtschaftswachstum, die Arbeitsmärkte und die internationalen Beziehungen haben können. Abschließend werden Empfehlungen für politische Entscheidungsträger gegeben, wie sie Handelskonflikte vermeiden und die globale Wirtschaft durch kooperative Handelsabkommen stärken können.",12,a1975af0ea9e20d1c99b30c3afecd00fd82f099c98db84b843881c551b4b09c5,"[0.3569498634331036, 0.1000298070043162, 0.021063662478060033, -0.07373531893442103, -0.059999498360852645, -0.075839910858443, -0.008033885584281666, 0.03980072586220213, -0.017588658023038994, -0.06688595808738017, -0.0822444799370928, 0.07119149508599809, 0.0007354969133050618, -0.03412922505045722, 0.09366547261604509, 0.043244299098784286, 0.12324933920632321, -0.032557385737406144, 0.0740300811908958, 0.009734779810527873, -0.018456417884336253, -0.01916864837114558, 0.05942212276767975, 0.11272771754025972, -0.04562125261834254]"
Volkswirtschaftslehre,Einfluss von Steueroasen auf die globale Wirtschaft,"Diese Bachelorarbeit untersucht den Einfluss von Steueroasen auf die globale Wirtschaft. Durch eine Kombination aus Literaturrecherche und empirischen Studien werden die wirtschaftlichen und politischen Auswirkungen von Steueroasen analysiert. Es wird gezeigt, dass Steueroasen erhebliche Einnahmeverluste für Staaten verursachen und Ungleichheiten in der globalen Steuerpolitik verstärken können. Abschließend werden Empfehlungen für internationale Maßnahmen zur Bekämpfung von Steuerflucht und zur Förderung einer fairen und transparenten Steuerpolitik gegeben.",2,4f3bc5577462c60f77fce6d4681d6ca1a0aba05ad5e7aa04d6a1e167282133ab,"[0.29167222009697, 0.047006633552886055, 0.07475083530119006, -0.014998307966175536, 0.025506233909625194, -0.03419780222077352, 0.017638642106495024, -0.01720671868222913, -0.013013239830648084, 0.012885152362625746, -0.028327380268370814, 0.029107172516239545, 0.06911905344496791, -0.006431234742067844, 0.08128042325417582, 0.04667682403135399, 0.03336021677285233, 0.00912890159048523, 0.034050630012012834, 0.0020544574936777723, 0.003972610383146096, -0.04400990709508889, 0.033719518958155746, 0.08904449877551819, -0.0014182743892658014]"
Volkswirtschaftslehre,Bedeutung von Bildung für das Wirtschaftswachstum,"Diese Arbeit untersucht die Bedeutung von Bildung für das Wirtschaftswachstum und die Entwicklung von Volkswirtschaften. Durch eine Kombination aus Literaturrecherche und empirischen Studien wird gezeigt, dass Investitionen in Bildung positive E ekte auf die Produktivität, Innovation und soziale Mobilität haben. Es werden verschiedene Bildungspolitiken und -strategien analysiert, die sich besonders positiv auf das Wirtschaftswachstum auswirken. Abschließend werden Empfehlungen für politische Entscheidungsträger gegeben, wie sie die Bildung fördern und dadurch das langfristige Wirtschaftswachstum unterstützen können.",12,28147b27d64a9a5ea700210bad641f84abdd70729365daa765bb31f22da21ccb,"[0.36857458117139497, 0.11638965246237397, 0.012252241241953628, -0.13337863288450047, -0.1138769589552121, -0.08446449171632162, -0.027575041604140933, 0.12738740866093212, -0.014829700245414416, -0.08125353363053638, -0.0109294750908892, 0.022340734074938286, 0.003896625102746577, -0.029083961678147977, 0.010841658464192033, -0.017970246422596155, -0.024031971276675123, -0.04258792744911177, 0.01738842111418136, 0.007403025257704741, 0.06287797965109039, 0.05585441420088229, 0.008088388209935305, 0.06727739967898048, -0.03950925358663454]"
Kulturmanagement,Einfluss von Kulturförderung auf die Kreativwirtschaft,"Diese Bachelorarbeit untersucht den Einfluss von Kulturförderung auf die Kreativwirtschaft. Durch eine Kombination aus Literaturrecherche und Fallstudien werden verschiedene Förderprogramme und deren Auswirkungen auf die Entwicklung der Kreativwirtschaft analysiert. Es wird gezeigt, dass Kulturförderung eine wichtige Rolle bei der Unterstützung von Künstlern und Kreativunternehmen spielt und zur Scha ung eines dynamischen und innovativen Kultursektors beiträgt. Abschließend werden Empfehlungen für politische Entscheidungsträger und Kulturorganisationen gegeben, wie sie die Kulturförderung optimieren und die Kreativwirtschaft nachhaltig stärken können.",2,b20976f1d6cc5d1c00dabc43ef3a9b5d044f0b1e1f175cc3e39f6385b115002a,"[0.33264505969528807, 0.06619792361740051, 0.06437360211142105, -0.025238044865170294, 0.017273959242120645, -0.04593843550842256, 0.00552691377787334, -0.040887652322471796, 0.013325128066512159, -0.0033543236109474326, -0.02091898898314663, -0.01050286800035823, 0.04357529066716423, -0.024328583350023934, -0.0636601315649207, 0.01490646477297406, 0.035994405674317644, -0.03619370708131221, 0.03174211300198969, 0.016060563595566252, -0.019937009192355484, 0.0058428232541236705, 0.022043518924090753, 0.022544920068331243, -0.005262309195967934]"
Kulturmanagement,Nachhaltigkeit im Kulturmanagement: Konzepte und Praxisbeispiele,"Diese Arbeit untersucht die Konzepte und Praxisbeispiele von Nachhaltigkeit im Kulturmanagement. Durch eine Kombination aus Literaturrecherche und Fallstudien werden verschiedene Ansätze zur Förderung von ökologischer, sozialer und ökonomischer Nachhaltigkeit im Kulturmanagement analysiert. Es wird gezeigt, dass nachhaltiges Kulturmanagement nicht nur zur Schonung der natürlichen Ressourcen beiträgt, sondern auch soziale Gerechtigkeit und wirtschaftliche Stabilität fördert. Abschließend werden Empfehlungen für Kulturmanager und Organisationen gegeben, wie sie nachhaltige Praktiken in ihre Kulturprojekte und -veranstaltungen integrieren können.",1,30909b5e1c8a127dbc672bc38bf5c9a2d493ca25a95264c4292fc91ef7db842c,"[0.3058032704865234, -0.10257631209136686, 0.17495099732754937, 0.05198745055762935, 0.0550260626849163, -0.0008641357248629722, -0.15052654222492354, 0.08529762556851164, 0.04599054007754173, 0.09049644329538502, 0.024483106463391514, -0.038710843096484, -0.021296613509229827, -0.010263444873705944, 0.015168698171703732, -0.0015858595738015345, -0.03619326330329646, -0.06212550974816913, 0.020982386351850207, 0.03025738873293251, 0.04782265676931512, -0.031323621035877616, -0.022627413704442052, 0.0022208540176228454, 0.04653074288506205]"
Kulturmanagement,Marketingstrategien für kulturelle Veranstaltungen,"Diese Bachelorarbeit untersucht die Marketingstrategien für kulturelle Veranstaltungen und deren Einfluss auf die Besucherzahlen und den Erfolg der Veranstaltungen. Durch eine Kombination aus Literaturrecherche und Fallstudien werden verschiedene Marketinginstrumente und -techniken analysiert, die sich als besonders wirksam für die Vermarktung kultureller Veranstaltungen erwiesen haben. Es wird gezeigt, dass eine gezielte und kreative Marketingstrategie entscheidend für die Attraktivität und Reichweite kultureller Veranstaltungen ist. Abschließend werden Empfehlungen für Kulturmanager und Veranstalter gegeben, wie sie ihre Marketingstrategien optimieren und dadurch den Erfolg ihrer kulturellen Projekte steigern können.",12,24a5dd225a606c6e91523736bc36e6a860416dbc7eb3b45ea254dc67b655f67d,"[0.34435901662207097, 0.06722664928963068, 0.03474339253922567, -0.0777231377875221, -0.037019006582803916, -0.01220906072551624, -0.09112780389716241, 0.03843767163638604, 0.017347690101186707, -0.07792286968251924, 0.02527032570020528, -0.040871182324480206, -0.043854881865521375, -0.008948182858764257, -0.13077661677770233, 0.055388349217296316, -0.0034667197456380483, 0.06552228954702435, 0.04000908736331507, -0.019193168934747477, -0.08574753566689769, 0.051792707110196755, -0.006306519641410554, -0.026038808752980022, 0.05459885108554484]"
Kultursoziologie,Einfluss von Migration auf die Kulturentwicklung,"Diese Arbeit untersucht den Einfluss von Migration auf die Kulturentwicklung und die Entstehung multikultureller Gesellschaften. Durch eine Kombination aus Literaturrecherche und empirischen Studien wird gezeigt, dass Migration eine bedeutende Rolle bei der Bereicherung    und Veränderung von Kulturen spielt. Es werden verschiedene Aspekte der kulturellen Integration und der interkulturellen Kommunikation analysiert. Abschließend werden Empfehlungen für politische Entscheidungsträger und kulturelle Institutionen gegeben, wie sie    die positive Wirkung von Migration auf die Kulturentwicklung fördern und interkulturelle Dialoge stärken können.",2,8c6df3ee3fd26cc6e1a3f2f973e2bd85578a3b41b51bf70014dc6ae67d5fb936,"[0.3610262333012574, 0.1362207805440163, 0.042221276526458254, -0.04472923488166131, -0.001999735398297365, -0.07435760438305687, 0.0043866680323439875, -0.05246181455052209, 0.013467603156754207, -0.019692219562321936, -0.03592647217406616, -0.03843943384409168, 0.013934079483359433, -0.09173337099853551, -0.08397061165381291, -0.047205867458178695, -0.001402122714071747, -0.041226588307178666, 0.035249394023403824, -0.001341486708706371, -0.03935055476174882, 0.043181419620140576, 0.05182210401843035, 0.059623823991008705, -0.0744979463360003]"
Kultursoziologie,Bedeutung von Subkulturen in der modernen Gesellschaft,"Diese Bachelorarbeit untersucht die Bedeutung von Subkulturen in der modernen Gesellschaft und deren Einfluss auf soziale und kulturelle Entwicklungen. Durch eine Kombination aus Literaturrecherche und empirischen Studien werden verschiedene Subkulturen und deren Ausdrucksformen analysiert, darunter Musik, Mode und Lebensstile. Es wird gezeigt, dass Subkulturen wichtige Räume für Identitätsbildung, Kreativität und sozialen Wandel bieten. Abschließend werden die Implikationen der Existenz von Subkulturen für die gesellschaftliche Integration und die kulturelle Vielfalt diskutiert.",2,6f02fc01446d586e4a7779806a1aa002220f07d22f9c0da93e0ec8678957ca80,"[0.3241761645558383, 0.07904020476884228, 0.038474046923493356, -0.08399223408696906, 0.08365017278664637, -0.03503630625323849, 0.05078112946025531, -0.12455820587271708, -0.0380811471126875, -0.02357212477176486, -0.01824091260135681, -0.09998978843721505, 0.002908531205805512, -0.04815602201024354, 0.006074029573666557, -0.10909994601024717, -0.0354633714841949, -0.08738460762191218, 0.09060200755465471, 0.030779686070552814, -0.02954219161089325, 0.06791703673289344, 0.008983630078592103, 0.06946975819653028, -0.006788213322450599]"
Kultursoziologie,Kulturelle Identität und Globalisierung: Ein Spannungsverhältnis,"Diese Arbeit untersucht das Spannungsverhältnis zwischen kultureller Identität und Globalisierung. Durch eine Kombination aus Literaturrecherche und empirischen Studien wird gezeigt, dass die Globalisierung sowohl zur Homogenisierung von Kulturen als auch zur Stärkung lokaler Identitäten beitragen kann. Es werden verschiedene Theorien und Fallstudien analysiert, die die komplexen Wechselwirkungen zwischen Globalisierung und kultureller Identität beleuchten. Abschließend werden Empfehlungen für politische Entscheidungsträger und kulturelle Institutionen gegeben, wie sie die kulturelle Vielfalt und Identität in einer globalisierten Welt bewahren und fördern können.",2,a82dd656543aee4961256fab7c8cf068c1e04d1dd667e6a29342b3012b5e60d5,"[0.3006315767427024, 0.017972318856875617, 0.09475624144990588, -0.027230045648360166, 0.023680640349014733, -0.03038224805348317, 0.019011829426585292, -0.0154181005277585, -0.002603927363954043, -0.05154342686388893, -0.07073545348646935, 0.008943411393396872, -0.05374430266528223, -0.13705227647029736, -0.03451261910259432, -0.07989311684399154, -0.039883278258472425, -0.09795954638948741, 0.052472970499693385, 0.030811213020619857, 0.01463023604744036, 0.01643078946967397, 0.01103664644324328, 0.013449851920449023, 0.0906192940965813]"
Bauingenieurwesen,Nachhaltiges Bauen: Materialien und Techniken,"Diese Bachelorarbeit untersucht die Materialien und Techniken des nachhaltigen Bauens. Durch eine Kombination aus Literaturrecherche und Fallstudien werden verschiedene umweltfreundliche Baumaterialien und -methoden analysiert, darunter recycelte Bausto e, energiee iziente Bauweisen und grüne Gebäudetechnologien. Es wird gezeigt, dass nachhaltiges Bauen einen wesentlichen Beitrag zur Reduktion von CO2-Emissionen und zur Schonung natürlicher Ressourcen leisten kann. Abschließend werden Empfehlungen für Bauunternehmen und Architekten gegeben, wie sie nachhaltige Materialien und Techniken in ihren Bauprojekten integrieren können.",1,eb8ac9a3d0b8c491f0ea64a013d6196b7a88f9af38748d44d1f40af39ec80430,"[0.3160597531586104, -0.1431347867737886, 0.29766668881628483, 0.05681438927672206, 0.024229181917254157, 0.04590547145372839, -0.17789713425896989, 0.08091049695293732, 0.032639805832991, 0.12935402387200934, -0.05004274642035818, -0.14178136896992663, 0.0715833391421865, 0.09548583833105638, 0.21289754318333795, 0.04181767973585933, -0.05533638682130237, 0.09603431353733247, 0.09330793889822807, 0.09452107925817915, 0.136575497117749, -0.01732366069417432, -0.19110103737525494, -0.05359951431769138, 0.04611660804536247]"
Bauingenieurwesen,Smart Cities: Technologien und ihre gesellschaftlichen Auswirkungen,"Diese Arbeit beleuchtet die Technologien und gesellschaftlichen Auswirkungen von Smart Cities. Durch eine Kombination aus Literaturrecherche und Fallstudien werden verschiedene Smart-City-Technologien wie IoT, Big Data und erneuerbare Energien analysiert. Es wird gezeigt, dass Smart Cities das Potenzial haben, die Lebensqualität zu verbessern und Ressourcen e izienter zu nutzen, jedoch auch Herausforderungen wie Datenschutz und soziale Ungleichheit mit sich bringen. Abschließend werden Empfehlungen für die Umsetzung von    Smart-City-Projekten gegeben, um die Vorteile zu maximieren und die Herausforderungen zu bewältigen.",4,c6bdb2c83ef0d9e47c1f5368ed0124850dd3f164d8d4b060ebafb258944ed3da,"[0.3732271197019286, -0.20139992785813168, -0.1397065942852242, 0.08574801447949536, -0.289559423360187, -0.020132864230826598, 0.1923418083342988, 0.011451076188243358, 0.025172944874493765, 0.09029042110017065, -0.03554991604250162, -0.2253750134722016, -0.277014105190678, -0.1476066318354907, 0.26075185323242195, 0.00342172200213923, 0.19568821571338504, -0.10852496265722528, -0.17492130598375477, -0.22707773693692063, -0.06691751048359632, 0.1663326957852907, -0.25339740142843553, -0.041970000556142584, 0.1579809909494446]"
Bauingenieurwesen,Energiee izienz in der Gebäudetechnik,"Diese Bachelorarbeit untersucht die Energiee izienz in der Gebäudetechnik und verschiedene Strategien zur Reduktion des Energieverbrauchs. Durch eine Kombination aus Literaturrecherche und Fallstudien werden verschiedene energiee iziente Technologien und Methoden analysiert, darunter Wärmedämmung, energiee iziente Heiz- und Kühlsysteme und intelligente Gebäudeautomation. Es wird gezeigt, dass Energiee izienz nicht nur ökologische Vorteile bietet, sondern auch wirtschaftliche Einsparungen für Gebäudebesitzer ermöglicht. Abschließend werden Empfehlungen für Architekten, Ingenieure und Bauherren gegeben, wie sie energiee iziente Konzepte und Technologien in ihren Projekten umsetzen können.",1,aac8c63a2e7985b8c1057201e9f904cb7a0f105b5138c29c4d6af072a7de042b,"[0.27942106746447076, -0.1702997737413356, 0.17575531882612935, 0.08023798401981534, 0.025547546522547357, 0.1318443915608507, -0.17410645586562648, 0.05909440593274911, -0.007566205597412123, 0.1515605206301546, -0.008677139271125055, -0.18031288497142953, -0.10444536273049203, 0.0051193471518445775, 0.06427600829239521, 0.1360660643865059, -0.09267400201874132, 0.06419776777301181, 0.011475215254330968, -0.07996210309109328, 0.3671480766860545, -0.05517885802243767, -0.12387086990388792, -0.07759140891327168, 0.024087341134080058]"
